func,duration,bytes
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
bytes,0,43759576
global,5.12056e+12,0
bitmaps,3.22423e+12,0
filter,2.67083e+06,0
filter,1.22072e+06,0
filter,1.34993e+06,0
filter,1.9117e+06,0
filter,923566,0
filter,1.79243e+06,0
filter,927495,0
filter,924279,0
filter,919713,0
filter,1.3464e+06,0
filter,896283,0
filter,941026,0
filter,902803,0
filter,912179,0
filter,1.25226e+06,0
filter,884453,0
wait_all,3.14121e+07,0
deserialize,14253,0
mult,1.99392e+07,0
deserialize,4066,0
mult,1.98516e+07,0
deserialize,3806,0
mult,1.98282e+07,0
deserialize,3269,0
mult,1.98471e+07,0
deserialize,3547,0
mult,6.55828e+08,0
deserialize,4400,0
mult,1.30796e+08,0
deserialize,4054,0
mult,2.15413e+07,0
deserialize,3683,0
mult,1.98358e+07,0
deserialize,3656,0
mult,1.98318e+07,0
deserialize,22308,0
mult,2.05568e+07,0
deserialize,3853,0
mult,2.00803e+07,0
deserialize,3558,0
mult,2.00862e+07,0
deserialize,3180,0
mult,2.00719e+07,0
deserialize,3407,0
mult,2.00889e+07,0
deserialize,3166,0
mult,2.00809e+07,0
deserialize,3350,0
mult,2.007e+07,0
wait_all,7.57895e+07,0
deserialize,3942,0
mult,2.00151e+07,0
deserialize,5023,0
mult,1.98638e+07,0
deserialize,3837,0
mult,1.98734e+07,0
deserialize,3444,0
mult,1.9873e+07,0
deserialize,3296,0
mult,2.523e+08,0
deserialize,3025,0
mult,9.5748e+07,0
deserialize,4174,0
mult,1.98861e+07,0
deserialize,3965,0
mult,1.98837e+07,0
deserialize,3542,0
mult,1.98887e+07,0
deserialize,21197,0
mult,1.96875e+07,0
deserialize,4160,0
mult,2.01096e+07,0
deserialize,3531,0
mult,2.0108e+07,0
deserialize,3294,0
mult,2.00954e+07,0
deserialize,3202,0
mult,2.01152e+07,0
deserialize,3367,0
mult,2.00871e+07,0
deserialize,3447,0
mult,2.01145e+07,0
wait_all,5.19419e+07,0
deserialize,3086,0
mult,1.99958e+07,0
deserialize,3534,0
mult,1.98399e+07,0
deserialize,3523,0
mult,1.98485e+07,0
deserialize,3214,0
mult,1.98259e+07,0
deserialize,3481,0
mult,2.50019e+08,0
deserialize,2862,0
mult,1.03352e+08,0
deserialize,4471,0
mult,1.9847e+07,0
deserialize,4121,0
mult,1.9843e+07,0
deserialize,3200,0
mult,1.98151e+07,0
deserialize,20487,0
mult,2.03534e+07,0
deserialize,3891,0
mult,1.98316e+07,0
deserialize,3806,0
mult,1.98462e+07,0
deserialize,3276,0
mult,1.98297e+07,0
deserialize,3653,0
mult,1.98391e+07,0
deserialize,3377,0
mult,1.9846e+07,0
deserialize,3105,0
mult,1.98517e+07,0
wait_all,4.68278e+07,0
deserialize,3567,0
mult,1.9988e+07,0
deserialize,3746,0
mult,1.98819e+07,0
deserialize,3241,0
mult,1.98692e+07,0
deserialize,3380,0
mult,1.98714e+07,0
deserialize,3620,0
mult,2.5475e+08,0
deserialize,3226,0
mult,1.09794e+08,0
deserialize,4198,0
mult,1.98842e+07,0
deserialize,3607,0
