func,duration,bytes
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
bytes,0,24377472
global,5.91044e+12,0
bitmaps,4.65712e+12,0
filter,1.27929e+07,0
filter,2.0046e+06,0
filter,581101,0
filter,825742,0
filter,593132,0
filter,657148,0
filter,536485,0
filter,533951,0
filter,534889,0
filter,533436,0
filter,577553,0
filter,646411,0
filter,636210,0
filter,579513,0
filter,1.92318e+06,0
filter,1.17902e+06,0
wait_all,2.18572e+07,0
deserialize,15114,0
mult,1.15782e+07,0
deserialize,3260,0
mult,1.14206e+07,0
deserialize,2782,0
mult,1.14251e+07,0
deserialize,2994,0
mult,1.14099e+07,0
deserialize,2959,0
mult,4.06116e+08,0
deserialize,3507,0
mult,1.14334e+07,0
deserialize,3091,0
mult,1.14338e+07,0
deserialize,2784,0
mult,1.1409e+07,0
deserialize,19996,0
mult,1.13588e+07,0
deserialize,3310,0
mult,1.14354e+07,0
deserialize,3261,0
mult,1.14356e+07,0
deserialize,3275,0
mult,1.14398e+07,0
deserialize,3290,0
mult,1.14382e+07,0
deserialize,3000,0
mult,1.14342e+07,0
deserialize,3104,0
mult,1.14324e+07,0
deserialize,2698,0
mult,1.14322e+07,0
wait_all,7.86492e+07,0
deserialize,3952,0
mult,1.23246e+07,0
deserialize,3687,0
mult,1.22389e+07,0
deserialize,3445,0
mult,1.22098e+07,0
deserialize,2656,0
mult,1.22391e+07,0
deserialize,3448,0
mult,1.37453e+08,0
deserialize,19670,0
mult,1.22581e+07,0
deserialize,3406,0
mult,1.22463e+07,0
deserialize,3037,0
mult,1.2233e+07,0
deserialize,19858,0
mult,1.13504e+07,0
deserialize,3300,0
mult,1.21891e+07,0
deserialize,3100,0
mult,1.21993e+07,0
deserialize,3644,0
mult,1.21927e+07,0
deserialize,3050,0
mult,1.21988e+07,0
deserialize,2965,0
mult,1.2187e+07,0
deserialize,2824,0
mult,1.21954e+07,0
deserialize,2876,0
mult,1.2193e+07,0
wait_all,5.3628e+07,0
deserialize,2971,0
mult,1.53282e+07,0
deserialize,5002,0
mult,1.42399e+07,0
deserialize,3867,0
mult,1.25238e+07,0
deserialize,3100,0
mult,1.2545e+07,0
deserialize,2687,0
mult,1.34392e+08,0
deserialize,2950,0
mult,1.25802e+07,0
deserialize,3688,0
mult,1.25549e+07,0
deserialize,3183,0
mult,1.25442e+07,0
deserialize,17412,0
mult,1.13605e+07,0
deserialize,3741,0
mult,1.25416e+07,0
deserialize,3318,0
mult,1.25406e+07,0
deserialize,3794,0
mult,1.25566e+07,0
deserialize,2999,0
mult,1.25413e+07,0
deserialize,3569,0
mult,1.25443e+07,0
deserialize,3581,0
mult,1.25449e+07,0
deserialize,3164,0
mult,1.2549e+07,0
wait_all,6.32505e+07,0
deserialize,2886,0
mult,1.26595e+07,0
deserialize,3864,0
mult,1.25416e+07,0
deserialize,3061,0
mult,1.25261e+07,0
deserialize,2934,0
mult,1.25525e+07,0
deserialize,3405,0
mult,1.38155e+08,0
deserialize,2933,0
mult,1.25859e+07,0
deserialize,3578,0
mult,1.25445e+07,0
deserialize,3261,0
mult,1.2549e+07,0
deserialize,21815,0
mult,1.20935e+07,0
deserialize,4132,0
mult,1.25382e+07,0
deserialize,3481,0
mult,1.25376e+07,0
deserialize,3553,0
mult,1.25748e+07,0
deserialize,3265,0
mult,1.2541e+07,0
deserialize,3220,0
mult,1.25422e+07,0
deserialize,3251,0
mult,1.25401e+07,0
deserialize,3069,0
mult,1.25532e+07,0
wait_all,6.86519e+07,0
deserialize,2650,0
mult,1.26433e+07,0
deserialize,3423,0
mult,1.25402e+07,0
deserialize,3375,0
mult,1.25219e+07,0
deserialize,3496,0
mult,1.2549e+07,0
deserialize,3129,0
mult,1.34507e+08,0
deserialize,3216,0
mult,1.25776e+07,0
deserialize,3687,0
mult,1.25521e+07,0
deserialize,3737,0
mult,1.25427e+07,0
deserialize,20556,0
mult,1.13549e+07,0
deserialize,3286,0
mult,1.25402e+07,0
deserialize,3667,0
mult,1.25617e+07,0
deserialize,3676,0
mult,1.25437e+07,0
deserialize,3122,0
mult,1.25442e+07,0
deserialize,3619,0
mult,1.2544e+07,0
deserialize,3580,0
mult,1.25362e+07,0
deserialize,3087,0
mult,1.25488e+07,0
gemm,3.43929e+08,0
wait_all,1.79073e+07,0
deserialize,2626,0
mult,1.26578e+07,0
deserialize,3963,0
mult,1.25389e+07,0
deserialize,3424,0
mult,1.25273e+07,0
deserialize,3162,0
mult,1.25492e+07,0
deserialize,3583,0
mult,1.38723e+08,0
deserialize,3336,0
mult,1.25809e+07,0
deserialize,3806,0
mult,1.25563e+07,0
deserialize,3372,0
mult,1.2548e+07,0
deserialize,32494,0
mult,1.1361e+07,0
deserialize,3721,0
mult,1.25436e+07,0
deserialize,3459,0
mult,1.2545e+07,0
deserialize,3445,0
mult,1.25539e+07,0
deserialize,3240,0
mult,1.25468e+07,0
deserialize,3314,0
mult,1.2551e+07,0
deserialize,3337,0
mult,1.25456e+07,0
deserialize,3170,0
mult,1.25492e+07,0
gemm,3.39977e+08,0
wait_all,1.77656e+07,0
deserialize,2309,0
mult,1.26232e+07,0
deserialize,3310,0
mult,1.25394e+07,0
deserialize,3262,0
mult,1.25272e+07,0
deserialize,2994,0
mult,1.25465e+07,0
deserialize,2810,0
mult,1.34976e+08,0
deserialize,3315,0
mult,1.25831e+07,0
deserialize,3985,0
mult,1.25504e+07,0
deserialize,3050,0
mult,1.25571e+07,0
deserialize,20849,0
mult,1.13565e+07,0
deserialize,3975,0
mult,1.2544e+07,0
deserialize,3874,0
mult,1.25477e+07,0
deserialize,3003,0
mult,1.25467e+07,0
deserialize,3181,0
mult,1.2544e+07,0
deserialize,3307,0
mult,1.2542e+07,0
deserialize,3423,0
mult,1.25449e+07,0
deserialize,3364,0
mult,1.25451e+07,0
gemm,3.43352e+08,0
wait_all,1.72152e+07,0
deserialize,3574,0
mult,1.2654e+07,0
deserialize,3003,0
mult,1.25399e+07,0
deserialize,2971,0
mult,1.25219e+07,0
deserialize,3130,0
mult,1.25494e+07,0
deserialize,3058,0
mult,1.38893e+08,0
deserialize,19917,0
mult,1.25552e+07,0
deserialize,2767,0
mult,1.25489e+07,0
deserialize,2956,0
mult,1.25411e+07,0
deserialize,20116,0
mult,1.13853e+07,0
deserialize,3132,0
mult,1.2535e+07,0
deserialize,3086,0
mult,1.25365e+07,0
deserialize,2820,0
mult,1.25476e+07,0
deserialize,3371,0
mult,1.25455e+07,0
deserialize,3348,0
mult,1.25485e+07,0
deserialize,3152,0
mult,1.25403e+07,0
deserialize,3108,0
mult,1.25482e+07,0
gemm,3.41186e+08,0
wait_all,1.83829e+07,0
deserialize,2833,0
mult,1.26871e+07,0
deserialize,2783,0
mult,1.25455e+07,0
deserialize,2970,0
mult,1.25277e+07,0
deserialize,2908,0
mult,1.25535e+07,0
deserialize,2638,0
mult,1.35514e+08,0
deserialize,3190,0
mult,1.25833e+07,0
deserialize,3030,0
mult,1.25525e+07,0
deserialize,3069,0
mult,1.25339e+07,0
deserialize,21997,0
mult,1.13539e+07,0
deserialize,3270,0
mult,1.25613e+07,0
deserialize,3370,0
mult,1.25318e+07,0
deserialize,2746,0
mult,1.25518e+07,0
deserialize,2729,0
mult,1.25378e+07,0
deserialize,2685,0
mult,1.25411e+07,0
deserialize,2951,0
mult,1.25455e+07,0
deserialize,2905,0
mult,1.25603e+07,0
