func,duration,bytes
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
bytes,0,633726800
global,3.72496e+11,0
read_triplets,2.3361e+10,0
triplets_to_map,7.31773e+08,0
build_csr,4.96934e+06,0
read_triplets,1.98304e+10,0
triplets_to_map,9.77084e+08,0
build_csr,1.82246e+06,0
build_csr,95381,0
build_csr,86136,0
build_csr,91359,0
build_csr,94190,0
build_csr,85578,0
build_csr,93920,0
build_csr,92193,0
build_csr,93602,0
build_csr,92152,0
build_csr,88428,0
build_csr,76704,0
build_csr,77148,0
build_csr,75972,0
build_csr,94317,0
build_csr,92834,0
build_csr,88799,0
build_csr,88167,0
build_csr,77427,0
build_csr,81651,0
build_csr,78194,0
build_csr,99674,0
build_csr,104394,0
build_csr,77443,0
build_csr,81967,0
build_csr,100942,0
build_csr,99746,0
build_csr,83197,0
build_csr,83291,0
build_csr,83166,0
build_csr,99370,0
build_csr,119020,0
build_csr,104893,0
build_csr,76764,0
build_csr,97819,0
build_csr,98163,0
build_csr,63788,0
build_csr,102144,0
build_csr,62617,0
build_csr,99673,0
build_csr,114623,0
build_csr,102702,0
build_csr,104875,0
build_csr,118158,0
build_csr,59399,0
build_csr,60182,0
build_csr,98461,0
build_csr,103960,0
build_csr,76391,0
build_csr,82670,0
build_csr,88346,0
build_csr,80400,0
build_csr,101245,0
build_csr,100335,0
build_csr,99177,0
build_csr,87940,0
build_csr,103618,0
build_csr,60623,0
build_csr,59256,0
build_csr,100107,0
build_csr,139843,0
build_csr,82253,0
build_csr,104632,0
build_csr,106098,0
build_csr,107947,0
build_csr,79676,0
build_csr,98143,0
build_csr,89239,0
build_csr,88427,0
build_csr,95066,0
build_csr,80981,0
build_csr,107358,0
build_csr,1.68848e+06,0
build_csr,66754,0
build_csr,100209,0
build_csr,106104,0
build_csr,64657,0
build_csr,61971,0
build_csr,99938,0
build_csr,99428,0
build_csr,78144,0
build_csr,109742,0
build_csr,104359,0
build_csr,57914,0
build_csr,80882,0
build_csr,103641,0
build_csr,83156,0
build_csr,113626,0
build_csr,60587,0
build_csr,103946,0
build_csr,59240,0
build_csr,75171,0
build_csr,46418,0
build_csr,108360,0
build_csr,103038,0
build_csr,61586,0
build_csr,87686,0
build_csr,53438,0
build_csr,103332,0
build_csr,108641,0
build_csr,84291,0
build_csr,122729,0
build_csr,175623,0
build_csr,315764,0
build_csr,414123,0
build_csr,609677,0
build_csr,389153,0
build_csr,232640,0
build_csr,150793,0
build_csr,106768,0
build_csr,89779,0
build_csr,112524,0
build_csr,92668,0
build_csr,111118,0
build_csr,107029,0
build_csr,105318,0
build_csr,90083,0
build_csr,46185,0
build_csr,84334,0
build_csr,111961,0
build_csr,83541,0
build_csr,89380,0
build_csr,80041,0
build_csr,90972,0
build_csr,105977,0
build_csr,81692,0
build_csr,103275,0
build_csr,83695,0
bitmaps,644466,0
filter,82226,0
filter,99669,0
filter,124435,0
filter,88169,0
filter,122880,0
filter,61165,0
filter,180327,0
filter,134109,0
filter,104223,0
filter,122850,0
filter,131083,0
filter,130496,0
filter,139928,0
filter,142720,0
filter,139107,0
filter,374129,0
filter,240338,0
filter,207761,0
filter,225606,0
filter,375391,0
filter,252979,0
filter,240258,0
filter,263681,0
filter,277478,0
filter,279741,0
filter,288264,0
filter,667804,0
filter,998045,0
filter,477964,0
filter,489792,0
filter,514566,0
filter,463810,0
filter,463447,0
filter,452515,0
filter,453007,0
filter,454159,0
filter,455454,0
filter,988042,0
filter,445731,0
filter,442300,0
filter,475366,0
filter,445084,0
filter,468072,0
filter,436391,0
filter,462462,0
filter,437727,0
filter,427817,0
filter,427741,0
filter,418165,0
filter,482609,0
filter,428047,0
filter,417890,0
filter,436769,0
filter,419899,0
filter,482080,0
filter,419670,0
filter,436459,0
filter,435702,0
filter,428660,0
filter,958205,0
filter,427213,0
filter,420249,0
filter,270613,0
filter,454449,0
filter,269117,0
filter,425682,0
filter,270517,0
filter,277218,0
filter,427529,0
filter,292182,0
filter,426863,0
filter,274875,0
filter,427657,0
filter,270242,0
filter,261266,0
filter,276717,0
filter,428323,0
filter,270649,0
filter,261319,0
filter,276778,0
filter,259234,0
filter,321006,0
filter,268861,0
filter,277682,0
filter,269746,0
filter,275605,0
filter,268820,0
filter,605028,0
filter,270566,0
filter,426719,0
filter,419676,0
filter,426450,0
filter,437644,0
filter,425710,0
filter,450321,0
filter,455563,0
filter,456631,0
filter,446498,0
filter,428290,0
filter,436907,0
filter,428606,0
filter,490362,0
filter,428256,0
filter,444279,0
filter,427286,0
filter,444579,0
filter,487031,0
filter,998680,0
filter,476778,0
filter,471838,0
filter,459700,0
filter,455194,0
filter,479277,0
filter,494462,0
filter,493468,0
filter,479628,0
filter,499471,0
filter,505776,0
filter,509076,0
filter,549137,0
filter,550975,0
filter,544496,0
filter,529442,0
filter,515548,0
filter,555856,0
filter,514058,0
filter,512470,0
filter,548156,0
filter,508212,0
filter,500327,0
filter,499139,0
filter,537683,0
filter,498954,0
filter,497604,0
filter,498260,0
filter,489762,0
filter,469746,0
filter,470896,0
filter,499647,0
filter,480430,0
filter,472550,0
filter,471262,0
filter,493501,0
filter,454542,0
filter,471514,0
filter,464446,0
filter,453853,0
filter,452748,0
filter,453802,0
filter,446638,0
filter,437373,0
filter,467183,0
filter,437342,0
filter,439447,0
filter,420738,0
filter,427101,0
filter,433510,0
filter,260389,0
filter,259297,0
filter,267749,0
filter,268113,0
filter,243931,0
filter,279390,0
filter,243797,0
filter,234320,0
filter,241671,0
filter,224443,0
filter,232698,0
filter,224811,0
filter,207578,0
filter,243323,0
filter,215962,0
filter,222958,0
filter,223933,0
filter,215851,0
filter,207548,0
filter,223017,0
filter,214726,0
filter,224922,0
filter,242324,0
filter,208210,0
filter,206516,0
filter,223559,0
filter,206544,0
filter,223873,0
filter,207781,0
filter,223237,0
filter,209968,0
filter,246527,0
filter,224418,0
filter,208102,0
filter,208033,0
filter,207897,0
filter,215987,0
filter,243115,0
filter,213937,0
filter,212678,0
filter,273655,0
filter,753570,0
filter,673490,0
filter,1.64882e+06,0
filter,771142,0
filter,2.17019e+06,0
filter,2.34762e+06,0
filter,3.49594e+06,0
filter,4.39704e+06,0
filter,4.22818e+06,0
filter,4.20501e+06,0
filter,4.23385e+06,0
filter,4.03393e+06,0
filter,3.36334e+06,0
filter,3.84361e+06,0
filter,3.87643e+06,0
filter,3.61881e+06,0
filter,3.58198e+06,0
filter,3.19257e+06,0
filter,2.66255e+06,0
filter,1.89866e+06,0
filter,1.61758e+06,0
filter,2.32401e+06,0
filter,1.68705e+06,0
filter,1.1287e+06,0
filter,536250,0
filter,821884,0
filter,314082,0
filter,337839,0
filter,267404,0
filter,495565,0
filter,260181,0
filter,267910,0
filter,256029,0
filter,241625,0
filter,240842,0
filter,233687,0
filter,243171,0
filter,314700,0
filter,281195,0
filter,261790,0
filter,251250,0
filter,242592,0
filter,241718,0
filter,241804,0
filter,266131,0
filter,233641,0
filter,234521,0
filter,225410,0
filter,216650,0
filter,217399,0
filter,216509,0
filter,223800,0
filter,237204,0
filter,221751,0
filter,130686,0
filter,120847,0
filter,121615,0
filter,9660,0
wait_all,1.9832e+09,0
deserialize,27020,0
mult,2.12524e+06,0
deserialize,4463,0
mult,2.04954e+06,0
deserialize,3514,0
mult,2.03301e+06,0
deserialize,3513,0
mult,2.0479e+06,0
deserialize,3401,0
mult,2.03866e+06,0
deserialize,3300,0
mult,2.04164e+06,0
deserialize,3654,0
mult,2.03216e+06,0
deserialize,3623,0
mult,2.04326e+06,0
deserialize,3768,0
mult,2.0368e+06,0
deserialize,3467,0
mult,2.04049e+06,0
deserialize,3584,0
mult,2.04141e+06,0
deserialize,3517,0
mult,2.03563e+06,0
deserialize,3608,0
mult,2.04351e+06,0
deserialize,3497,0
